"","caseid","startmonth","startday","startyear","endmonth","endday","endyear","ongoingasofmonth","ongoingasofday","ongoingasofyear","sender1","sender2","sender3","sender4","sender5","primarysender","targetstate","institution","institutionid","targetinstitution","otherinstitution","issue1","issue2","issue3","otherissue","threat","threatid1","threatid2","threatid3","sanctiontypethreat","othersanctiontypethreatened","bspecif","scommit","threatenedtargetinterest","dsanctions","carrots","anticipatedtargetcosts","anticipatedtargetcostsfigureifav","tcurrency","tyearofestimate","anticipatedsendercosts","scurrency","syearofestimate","imposition","sancimpositionstartmonth","sancimpositionstartday","sancimpositionstartyear","sanctionidentity","sanctiontype","othersanctiontype","implementationofdiplomaticsancti","carrotsduringsanction","carrotvalue","carrotcurrency","carrotyear","targetcosts","targeteconomiccostsfigure","targeteconomiccostscurrency","targeteconomiccostsyear","sendercosts","sendereconomiccostsfigure","sendereconomiccostscurrency","sendereconomiccostsyear","finaloutcome","settlementnaturesender","settlementnaturetarget","anticipatedtargetcosts_z","targetcosts_z","sendereconomiccostsfigure_z","Severity","senders_combined"
"787",1993012708,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Finland",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"788",1993012709,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"France",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"789",1993012710,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Germany",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"790",1993012711,1,27,1993,7,27,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Italy",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"791",1993012712,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Japan",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"792",1993012713,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"South Korea",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"793",1993012714,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Mexico",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"794",1993012715,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Netherlands",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"795",1993012716,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Poland",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"796",1993012717,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Romania",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"797",1993012718,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Spain",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"798",1993012719,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Sweden",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"799",1993012801,1,28,1993,5,13,1993,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"United States of America",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,8,-0.491732492808361,NA,NA,-0.491732492808361,"Canada"
"800",1993012802,1,28,1993,7,28,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Canada",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"28","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,5,5,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"801",1993012901,1,29,1993,5,31,1993,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"United Kingdom",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"29","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"Canada"
"802",1993012902,1,29,1993,5,31,1993,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"Germany",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"29","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"Canada"
"803",1993012903,1,29,1993,5,31,1993,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"France",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"29","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"Canada"
"804",1993012904,1,29,1993,5,31,1993,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"Italy",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"29","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"Canada"
"805",1993012905,1,29,1993,5,31,1993,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"New Zealand",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"29","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"Canada"
"806",1993012906,1,29,1993,5,31,1993,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"United States of America",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"29","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"Canada"
"807",1993013001,1,30,1993,5,6,1993,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"United States of America",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,-0.491732492808361,NA,NA,-0.491732492808361,"Canada"
"808",1993020201,2,2,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Singapore",0,NA,NA,NA,13,NA,NA,NA,1,5,NA,NA,"4",NA,2,1,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,2,"2","1993","4","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"809",1993020501,2,5,1993,3,3,1993,NA,NA,NA,"Yugoslavia",NA,NA,NA,NA,345,"Romania",0,NA,NA,NA,7,NA,NA,NA,1,4,NA,NA,"6",NA,1,2,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"5",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,NA,NA,NA,NA,"Yugoslavia"
"810",1993020701,2,7,1993,6,18,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Australia",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"10",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"811",1993020801,2,8,1993,NA,NA,NA,NA,NA,NA,"Mexico",NA,NA,NA,NA,70,"United States of America",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"8","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"Mexico"
"812",1993021101,2,11,1993,5,16,1997,NA,NA,NA,"United States of America","France","Belgium",NA,NA,2,"Democratic Republic of the Congo",0,NA,NA,NA,3,8,NA,NA,1,1,6,NA,"7 4 5 9",NA,2,2,"2",NA,NA,1,NA,NA,NA,1,NA,NA,1,2,"11","1993","5",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,7,3,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America,France,Belgium"
"813",1993021701,2,17,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"India",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,"17","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"814",1993021801,2,18,1993,NA,NA,NA,3,11,2002,"Brazil",NA,NA,NA,NA,140,"United States of America",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"18","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"Brazil"
"815",1993030901,3,9,1993,3,22,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,NA,0,NA,NA,NA,13,NA,NA,"EU is target",1,4,NA,NA,"4",NA,1,1,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"816",1993031501,3,15,1993,NA,NA,NA,6,9,2005,"Germany",NA,NA,NA,NA,255,"China",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,3,"15","1993","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Germany"
"817",1993031601,3,16,1993,4,8,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"South Korea",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,3,"16","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,6,7,3,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"818",1993040101,4,1,1993,NA,NA,NA,12,3,1998,"Canada",NA,NA,NA,NA,20,"Belgium",0,NA,NA,NA,13,NA,NA,"cold rolled steel",1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,4,"1","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"819",1993040102,4,1,1993,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"Germany",0,NA,NA,NA,13,NA,NA,"cold rolled steel",1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,4,"1","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"820",1993040103,4,1,1993,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"United Kingdom",0,NA,NA,NA,13,NA,NA,"cold rolled steel",1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,4,"1","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"821",1993041601,4,16,1993,NA,NA,NA,12,17,2000,"Mexico",NA,NA,NA,NA,70,"China",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"16","1993","5","3",NA,NA,"3",NA,NA,NA,1,"225000000","USD",1993,1,NA,NA,NA,9,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"Mexico"
"822",1993042401,4,24,1993,NA,NA,NA,12,17,2000,"China",NA,NA,NA,NA,710,"Mexico",0,NA,NA,NA,13,NA,NA,NA,1,4,NA,NA,"1",NA,2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,8,NA,NA,NA,NA,"China"
"823",1993042801,4,28,1993,NA,NA,NA,NA,NA,NA,"Mexico",NA,NA,NA,NA,70,"United States of America",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"28","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"Mexico"
"824",1993042901,4,29,1993,6,18,1993,NA,NA,NA,"Australia",NA,NA,NA,NA,900,"United States of America",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"10",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,4,"29","1993","5","9",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10,6,4,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Australia"
"825",1993043001,4,30,1993,8,4,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Taiwan",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4 1",NA,2,1,"3",NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,3,NA,NA,NA,NA,"United States of America"
"826",1993043002,4,30,1993,1,19,1994,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Japan",0,NA,NA,NA,14,NA,NA,NA,1,6,NA,NA,"4",NA,2,3,"4",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,1,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"827",1993051201,5,12,1993,10,4,1993,NA,NA,NA,"United States of America","United Kingdom",NA,NA,NA,2,"Norway",0,NA,NA,NA,12,NA,NA,NA,1,6,2,NA,"1",NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,NA,NA,NA,NA,"United States of America,United Kingdom"
"828",1993051901,5,19,1993,3,15,1995,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"Australia",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,5,"19","1993","5","3",NA,NA,"0",NA,NA,NA,1,"163000000","AUD",1994,1,NA,NA,NA,10,5,5,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"829",1993051902,5,19,1993,3,15,1995,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"New Zealand",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,5,"19","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10,5,5,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"830",1993052501,5,25,1993,6,8,1993,NA,NA,NA,"United States of America","Germany","Japan",NA,NA,2,"Guatemala",1,"1830",0,NA,3,NA,NA,NA,1,1,4,NA,"8 10",NA,2,3,"2 5",NA,NA,2,"327000000","USD",1993,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0,1.51714622188741,NA,NA,1.51714622188741,"United States of America,Germany,Japan"
"831",1993052601,5,26,1993,9,24,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Japan",0,NA,NA,NA,13,NA,NA,NA,1,2,4,6,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"832",1993052801,5,28,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"10",NA,2,2,"3",NA,NA,1,"15000000","USD",1993,1,NA,NA,1,5,"28","1993","6","9",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,""
"833",1993059901,5,NA,1993,3,22,1994,NA,NA,NA,"United States of America","United Kingdom",NA,NA,NA,200,"Iceland",0,NA,NA,NA,12,NA,NA,NA,1,2,6,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,NA,NA,NA,NA,"United States of America,United Kingdom"
"834",1993060301,6,3,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Canada",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,6,"3","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,-9,-9,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"835",1993062301,6,23,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Japan",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,6,"23","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"836",1993062302,6,23,1993,5,29,1999,NA,NA,NA,"United States of America","United Kingdom","Canada",NA,NA,2,"Nigeria",0,"1240",NA,NA,3,8,NA,NA,1,6,7,NA,"3",NA,2,2,"4",NA,NA,2,NA,NA,NA,1,NA,NA,1,6,"23","1993","5 6","3 6 8",NA,NA,"0",NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,6,3,4,1.51714622188741,1.54396930609564,NA,1.53055776399152,"United States of America,United Kingdom,Canada"
"837",1993080701,8,7,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"7","1993","6","3",NA,NA,"0",NA,NA,NA,1,"10000000","USD per year",1992,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,""
"838",1993082701,8,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Japan",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"27","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"839",1993092701,9,27,1993,12,10,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Peru",0,NA,NA,NA,4,NA,NA,NA,1,3,NA,NA,"8",NA,2,3,"1",NA,NA,2,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,1.51714622188741,NA,NA,1.51714622188741,"United States of America"
"840",1993101801,10,18,1993,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"Italy",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,10,"18","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"841",1993101802,10,18,1993,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"South Korea",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,10,"18","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"842",1993101803,10,18,1993,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"Spain",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,10,"18","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"843",1993101804,10,18,1993,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"Ukraine",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,10,"18","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"844",1993110801,11,8,1993,7,1,1995,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Taiwan",0,NA,NA,NA,12,NA,NA,NA,1,6,NA,NA,NA,NA,2,2,"3",NA,NA,2,"24","million dollars",1994,1,NA,NA,0,11,"8","1993","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,1,1.51714622188741,NA,NA,1.51714622188741,"United States of America"
"845",1993119901,11,NA,1993,12,11,1993,NA,NA,NA,"Malaysia",NA,NA,NA,NA,820,"Australia",0,NA,NA,NA,13,NA,NA,"Diplomatic insult",1,6,NA,NA,"4",NA,2,3,"3",NA,NA,2,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,1.51714622188741,NA,NA,1.51714622188741,"Malaysia"
